Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SLC36A4","Solute Carrier Family 36 Member 4","Protein Coding","Q6YBV0","44","GC11M129594","27.2230930328369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A4"
"SLC44A5","Solute Carrier Family 44 Member 5","Protein Coding","Q8NCS7","41","GC01M075202","27.2230930328369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A5"
"SLC25A25","Solute Carrier Family 25 Member 25","Protein Coding","Q6KCM7","47","GC09P128068","27.2185173034668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A25"
"SLC39A7","Solute Carrier Family 39 Member 7","Protein Coding","Q92504","54","GC06P033200","27.2174320220947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A7"
"SLC28A2","Solute Carrier Family 28 Member 2","Protein Coding","O43868","45","GC15P045252","27.1624221801758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC28A2"
"SLC16A11","Solute Carrier Family 16 Member 11","Protein Coding","Q8NCK7","44","GC17M007041","27.1624221801758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A11"
"SLC6A10P","Solute Carrier Family 6 Member 10, Pseudogene","Pseudogene","","13","GC16M045072","27.1091442108154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A10P"
"SLC30A6","Solute Carrier Family 30 Member 6","Protein Coding","Q6NXT4","49","GC02P032166","27.0652370452881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A6"
"SLC38A7","Solute Carrier Family 38 Member 7","Protein Coding","Q9NVC3","43","GC16M058665","27.0652370452881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A7"
"SLC48A1","Solute Carrier Family 48 Member 1","Protein Coding","Q6P1K1","43","GC12P047753","27.0652370452881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC48A1"
"SLC38A11","Solute Carrier Family 38 Member 11","Protein Coding","Q08AI6","36","GC02M164894","27.0652370452881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A11"
"SLC25A24","Solute Carrier Family 25 Member 24","Protein Coding","Q6NUK1","54","GC01M108134","27.0507831573486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A24"
"SLC22A20P","Solute Carrier Family 22 Member 20, Pseudogene","Pseudogene","A6NK97","28","GC11P094605","27.0411624908447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A20P"
"SLC7A6OS","Solute Carrier Family 7 Member 6 Opposite Strand","Protein Coding","Q96CW6","43","GC16M068284","27.0246391296387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A6OS"
"SLC30A3","Solute Carrier Family 30 Member 3","Protein Coding","Q99726","48","GC02M027254","27.0134696960449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A3"
"SLC39A2","Solute Carrier Family 39 Member 2","Protein Coding","Q9NP94","46","GC14P047789","26.9288387298584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A2"
"SLC44A4","Solute Carrier Family 44 Member 4","Protein Coding","Q53GD3","52","GC06M031863","26.9026660919189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A4"
"SLC46A3","Solute Carrier Family 46 Member 3","Protein Coding","Q7Z3Q1","48","GC13M028700","26.9026660919189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A3"
"SLC27A5","Solute Carrier Family 27 Member 5","Protein Coding","Q9Y2P5","51","GC19M058479","26.8266754150391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A5"
"SLC45A1","Solute Carrier Family 45 Member 1","Protein Coding","Q9Y2W3","45","GC01P050947","26.7349300384521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A1"
"SLC18B1","Solute Carrier Family 18 Member B1","Protein Coding","Q6NT16","38","GC06M132769","26.7349300384521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18B1"
"SLC6A21P","Solute Carrier Family 6 Member 21, Pseudogene","Pseudogene","","11","GC19M049252","26.7265281677246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A21P"
"SLC25A5","Solute Carrier Family 25 Member 5","Protein Coding","P05141","56","GC0XP119468","26.6976184844971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5"
"SLC22A8","Solute Carrier Family 22 Member 8","Protein Coding","Q8TCC7","54","GC11M128882","26.6416530609131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A8"
"SLC43A1","Solute Carrier Family 43 Member 1","Protein Coding","O75387","50","GC11M128687","26.5615043640137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A1"
"SLC25A27","Solute Carrier Family 25 Member 27","Protein Coding","O95847","48","GC06P046652","26.5615043640137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A27"
"SLC39A3","Solute Carrier Family 39 Member 3","Protein Coding","Q9BRY0","48","GC19M002732","26.5615043640137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A3"
"SLC4A9","Solute Carrier Family 4 Member 9","Protein Coding","Q96Q91","42","GC05P153573","26.5615043640137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A9"
"SLC25A22","Solute Carrier Family 25 Member 22","Protein Coding","Q9H936","54","GC11M012517","26.5472888946533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A22"
"SLC4A8","Solute Carrier Family 4 Member 8","Protein Coding","Q2Y0W8","47","GC12P051391","26.3817653656006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A8"
"SLC39A4","Solute Carrier Family 39 Member 4","Protein Coding","Q6P5W5","55","GC08M144409","26.316068649292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A4"
"SLC27A3","Solute Carrier Family 27 Member 3","Protein Coding","Q5K4L6","48","GC01P167165","26.316068649292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A3"
"SLC25A10","Solute Carrier Family 25 Member 10","Protein Coding","Q9UBX3","55","GC17P081712","26.243070602417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A10"
"SLC36A2","Solute Carrier Family 36 Member 2","Protein Coding","Q495M3","51","GC05M151309","26.1949710845947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A2"
"SLC25A31","Solute Carrier Family 25 Member 31","Protein Coding","Q9H0C2","48","GC04P127730","26.1949710845947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A31"
"SLC25A23","Solute Carrier Family 25 Member 23","Protein Coding","Q9BV35","45","GC19M006436","26.1949710845947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A23"
"SLC38A3","Solute Carrier Family 38 Member 3","Protein Coding","Q99624","48","GC03P050205","26.1291599273682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A3"
"SLC25A6","Solute Carrier Family 25 Member 6","Protein Coding","P12236","52","GC0XM001386","26.1122398376465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6"
"SLC25A52","Solute Carrier Family 25 Member 52","Protein Coding","Q3SY17","40","GC18M031759","25.7179908752441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A52"
"SLC22A24","Solute Carrier Family 22 Member 24","Protein Coding","Q8N4F4","35","GC11M063079","25.6613464355469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A24"
"SLC25A2","Solute Carrier Family 25 Member 2","Protein Coding","Q9BXI2","44","GC05M141302","25.1142749786377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A2"
"SLC9A3P1","Solute Carrier Family 9 Member 3 Pseudogene 1","Pseudogene","","8","GC10P050150","24.7629432678223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3P1"
"SLC49A3","Solute Carrier Family 49 Member 3","Protein Coding","Q6UXD7","40","GC04M005216","24.5833187103271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC49A3"
"SLC66A2","Solute Carrier Family 66 Member 2","Protein Coding","Q8N2U9","39","GC18M079903","24.5251846313477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC66A2"
"SLC66A3","Solute Carrier Family 66 Member 3","Protein Coding","Q8N755","35","GC02P011156","24.5251846313477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC66A3"
"SLC2A3P1","Solute Carrier Family 2 Member 3 Pseudogene 1","Pseudogene","","9","GC05M168552","24.4528484344482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A3P1"
"SLC9B1P1","Solute Carrier Family 9 Member B1 Pseudogene 1","Pseudogene","A6NJY1","12","GC0YM011340","24.2692642211914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B1P1"
"SLC23A4P","Solute Carrier Family 23 Member 4, Pseudogene","Pseudogene","","10","GC07M135270","24.1031360626221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC23A4P"
"SLC7A15P","Solute Carrier Family 7 Member 15, Pseudogene","Pseudogene","","9","GC02P020386","24.1031360626221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A15P"
"SLC66A1LP","Solute Carrier Family 66 Member 1 Like, Pseudogene","Pseudogene","A1A4F0","27","GC03P157544","23.7623424530029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC66A1LP"
"SLC49A4","Solute Carrier Family 49 Member 4","Protein Coding","Q96SL1","45","GC03P122908","23.0687026977539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC49A4"
"LOC110806262","Solute Carrier Family 6 Member 4 Gene Promoter","Functional Element","","8","GC17P030235","23.0377578735352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806262"
"SLC66A1","Solute Carrier Family 66 Member 1","Protein Coding","Q6ZP29","45","GC01P051755","22.8827953338623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC66A1"
"SLC31A1P1","Solute Carrier Family 31 Member 1 Pseudogene 1","Pseudogene","","10","GC03M172599","22.401683807373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC31A1P1"
"SLC25A6P1","Solute Carrier Family 25 Member 6 Pseudogene 1","Pseudogene","","8","GC20M021742","22.401683807373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6P1"
"SLC25A15P1","Solute Carrier Family 25 Member 15 Pseudogene 1","Pseudogene","","6","GC0YM026586","22.401683807373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15P1"
"SLC9B1P5","Solute Carrier Family 9 Member B1 Pseudogene 5","Pseudogene","","6","GC16P096848","22.401683807373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B1P5"
"SLC7A5P2","Solute Carrier Family 7 Member 5 Pseudogene 2","Pseudogene","Q9GIP4","24","GC16M021517","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5P2"
"SLC7A5P1","Solute Carrier Family 7 Member 5 Pseudogene 1","Pseudogene","Q8MH63","20","GC16M044848","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5P1"
"SLC25A3P1","Solute Carrier Family 25 Member 3 Pseudogene 1","Pseudogene","","14","GC01M053488","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3P1"
"SLC9A7P1","Solute Carrier Family 9 Member 7 Pseudogene 1","Pseudogene","","14","GC12M098453","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A7P1"
"SLC25A20P1","Solute Carrier Family 25 Member 20 Pseudogene 1","Pseudogene","","12","GC06P052246","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A20P1"
"SLC9B1P3","Solute Carrier Family 9 Member B1 Pseudogene 3","Pseudogene","","12","GC10M038640","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B1P3"
"SLC6A6P1","Solute Carrier Family 6 Member 6 Pseudogene 1","Pseudogene","","10","GC21P019244","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A6P1"
"SLC25A5P1","Solute Carrier Family 25 Member 5 Pseudogene 1","Pseudogene","","9","GC22M042000","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P1"
"SLC9A3P2","Solute Carrier Family 9 Member 3 Pseudogene 2","Pseudogene","","9","GC22P020652","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3P2"
"SLC9A3P3","Solute Carrier Family 9 Member 3 Pseudogene 3","Pseudogene","","9","GC10M050025","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3P3"
"SLC5A4P1","Solute Carrier Family 5 Member 4 Pseudogene 1","Pseudogene","","8","GC11P124274","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A4P1"
"SLC9B1P2","Solute Carrier Family 9 Member B1 Pseudogene 2","Pseudogene","","8","GC02M091882","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B1P2"
"SLC16A14P1","Solute Carrier Family 16 Member 14 Pseudogene 1","Pseudogene","","7","GC08P106215","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A14P1"
"SLC25A18P1","Solute Carrier Family 25 Member 18 Pseudogene 1","Pseudogene","","7","GC10P118572","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A18P1"
"SLC2AXP1","Solute Carrier Family 2 Pseudogene 1","Pseudogene","","7","GC02M095196","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2AXP1"
"SLC9B1P4","Solute Carrier Family 9 Member B1 Pseudogene 4","Pseudogene","","7","GC22M016428","21.4218997955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B1P4"
"SLC25A5P5","Solute Carrier Family 25 Member 5 Pseudogene 5","Pseudogene","","12","GC07P032471","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P5"
"SLC25A14P1","Solute Carrier Family 25 Member 14 Pseudogene 1","Pseudogene","","10","GC04P083477","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A14P1"
"SLC25A5P2","Solute Carrier Family 25 Member 5 Pseudogene 2","Pseudogene","","10","GC02M033839","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P2"
"SLC25A5P3","Solute Carrier Family 25 Member 5 Pseudogene 3","Pseudogene","","10","GC07P054420","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P3"
"SLC2A3P2","Solute Carrier Family 2 Member 3 Pseudogene 2","Pseudogene","","10","GC01M064982","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A3P2"
"SLC35E1P1","Solute Carrier Family 35 Member E1 Pseudogene 1","Pseudogene","","10","GC13P020607","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35E1P1"
"SLC25A1P1","Solute Carrier Family 25 Member 1 Pseudogene 1","Pseudogene","","9","GC11P085934","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1P1"
"SLC25A5P6","Solute Carrier Family 25 Member 5 Pseudogene 6","Pseudogene","","9","GC04M186328","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P6"
"SLC25A5P7","Solute Carrier Family 25 Member 5 Pseudogene 7","Pseudogene","","9","GC06P121653","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P7"
"SLC2A3P4","Solute Carrier Family 2 Member 3 Pseudogene 4","Pseudogene","","9","GC08P086503","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A3P4"
"LOC100130121","Solute Carrier Family 19 Member 3 Pseudogene","Pseudogene","","8","GC07P055409","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100130121"
"SLC20A1P1","Solute Carrier Family 20 Member 1 Pseudogene 1","Pseudogene","","8","GC14M121228","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1P1"
"SLC20A1P2","Solute Carrier Family 20 Member 1 Pseudogene 2","Pseudogene","","8","GC14M121187","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1P2"
"SLC20A1P3","Solute Carrier Family 20 Member 1 Pseudogene 3","Pseudogene","","8","GC15M019966","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1P3"
"SLC25A1P3","Solute Carrier Family 25 Member 1 Pseudogene 3","Pseudogene","","8","GC07P063931","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1P3"
"SLC25A1P4","Solute Carrier Family 25 Member 1 Pseudogene 4","Pseudogene","","8","GC16P096959","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1P4"
"SLC25A3P2","Solute Carrier Family 25 Member 3 Pseudogene 2","Pseudogene","","8","GC12P111992","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3P2"
"SLC25A5P4","Solute Carrier Family 25 Member 5 Pseudogene 4","Pseudogene","","8","GC13P057314","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P4"
"SLC25A5P8","Solute Carrier Family 25 Member 5 Pseudogene 8","Pseudogene","","8","GC09M032372","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P8"
"SLC25A5P9","Solute Carrier Family 25 Member 5 Pseudogene 9","Pseudogene","","8","GC05M075752","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P9"
"SLC25A6P2","Solute Carrier Family 25 Member 6 Pseudogene 2","Pseudogene","","8","GC09P031254","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6P2"
"SLC25A6P5","Solute Carrier Family 25 Member 6 Pseudogene 5","Pseudogene","","8","GC09P105849","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6P5"
"SLC29A4P1","Solute Carrier Family 29 Member 4 Pseudogene 1","Pseudogene","","8","GC07M057014","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A4P1"
"SLC25A15P3","Solute Carrier Family 25 Member 15 Pseudogene 3","Pseudogene","","7","GC13P024943","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15P3"
"SLC25A15P5","Solute Carrier Family 25 Member 15 Pseudogene 5","Pseudogene","","7","GC22M016646","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15P5"
"SLC25A1P2","Solute Carrier Family 25 Member 1 Pseudogene 2","Pseudogene","","7","GC07P088017","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1P2"
"SLC25A3P3","Solute Carrier Family 25 Member 3 Pseudogene 3","Pseudogene","","7","GC18M001160","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3P3"
"SLC25A6P3","Solute Carrier Family 25 Member 6 Pseudogene 3","Pseudogene","","7","GC01P051709","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6P3"
"LOC100422685","Solute Carrier Family 25 Member 6 Pseudogene","Pseudogene","","6","GC0XP136788","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422685"
"SLC25A15P2","Solute Carrier Family 25 Member 15 Pseudogene 2","Pseudogene","","6","GC13P019411","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15P2"
"SLC25A15P4","Solute Carrier Family 25 Member 15 Pseudogene 4","Pseudogene","","6","GC21M010612","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15P4"
"SLC25A6P4","Solute Carrier Family 25 Member 6 Pseudogene 4","Pseudogene","","6","GC18P080077","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6P4"
"SLC25A6P6","Solute Carrier Family 25 Member 6 Pseudogene 6","Pseudogene","","6","GC06M070663","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6P6"
"SLC29A4P2","Solute Carrier Family 29 Member 4 Pseudogene 2","Pseudogene","","6","GC07P063556","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A4P2"
"SLC4A1APP1","Solute Carrier Family 4 Member 1 Adaptor Protein Pseudogene 1","Pseudogene","","6","GC09M030560","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A1APP1"
"SLC4A1APP2","Solute Carrier Family 4 Member 1 Adaptor Protein Pseudogene 2","Pseudogene","","6","GC01P187707","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A1APP2"
"LOC100422614","Solute Carrier Family 7 Member 13 Pseudogene","Pseudogene","","5","GC08P085086","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422614"
"SLC25A1P5","Solute Carrier Family 25 Member 1 Pseudogene 5","Pseudogene","","5","GC19M027805","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1P5"
"LOC100420845","Solute Carrier Family 25 Member 43 Pseudogene","Pseudogene","","4","GC08M083099","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100420845"
"LOC100422548","Solute Carrier Family 5 Member 4 Pseudogene","Pseudogene","","4","GC01M171780","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422548"
"LOC100422549","Solute Carrier Family 5 Member 4 Pseudogene","Pseudogene","","4","GC01M171757","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100422549"
"SLC6A10PB","Solute Carrier Family 6 Member 8 Pseudogene","Pseudogene","","4","GC16M8D1138","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A10PB"
"LOC100423044","Solute Carrier Family 34 Member 2 Pseudogene","Pseudogene","","2","GC07P014053","20.259693145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100423044"
"SLC19A4P","Solute Carrier Family 19 Member 4, Pseudogene","Pseudogene","Q53S99","28","GC02M227610","20.1057357788086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A4P"
"ENSG00000268864","Solute Carrier Family 7 (Cationic Amino Acid Transporter, Y+ System), Member 2 (SLC7A2) Pseudogene","Pseudogene","","5","GC19M053600","20.0656566619873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000268864"
"LOC284379","Solute Carrier Family 7 Member 3 Pseudogene","Pseudogene","","10","GC19M053599","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC284379"
"SLC25A47P1","Solute Carrier Family 25 Member 47 Pseudogene 1","Pseudogene","","9","GC11M059263","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A47P1"
"ENSG00000226329","Solute Carrier Family 40 (Iron-Regulated Transporter), Member 1 (SLC40A1) Pseudogene","Pseudogene","","7","GC07M022863","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000226329"
"ENSG00000253897","Solute Carrier Family 36 (Proton/Amino Acid Symporter) Pseudogene","Pseudogene","","7","GC05M151419","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000253897"
"ENSG00000256176","Solute Carrier Family 25, Member 13 (Citrin) (SLC25A13) Pseudogene","Pseudogene","","7","GC12P031311","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000256176"
"SLC25A39P1","Solute Carrier Family 25 Member 39 Pseudogene 1","Pseudogene","","7","GC01P202949","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A39P1"
"ENSG00000253680","Solute Carrier Family 33 (Acetyl-CoA Transporter), Member 1 (SLC33A1) Pseudogene","Pseudogene","","5","GC08M085617","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000253680"
"ENSG00000267733","Solute Carrier Family 5 (Low Affinity Glucose Cotransporter), Member 4 (SLC5A4) Pseudogene","Pseudogene","","5","GC18P022427","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267733"
"LOC100533846","Solute Carrier Family 30 Member 5 Pseudogene","Pseudogene","","5","GC19M097055","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100533846"
"LOC653698","Solute Carrier Family 25 Member 33 Pseudogene","Pseudogene","","5","GC11M128651","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC653698"
"ENSG00000223679","Solute Carrier Family 5 (Sodium/Glucose Cotransporter), Member 1 (SLC5A1) Pseudogene","Pseudogene","","4","GC22P022990","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000223679"
"ENSG00000227545","Solute Carrier Family 25 (Mitochondrial Carrier  Citrate Transporter), Member 1 (SLC25A1) Pseudogene","Pseudogene","","4","GC07M063349","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000227545"
"ENSG00000230137","Solute Carrier Family 39 (Zinc Transporter), Member 1 (SLC39A1) Pseudogene","Pseudogene","","4","GC22P075785","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000230137"
"ENSG00000236099","Pseudogene Similar To Part Of Solute Carrier Family 5 (Sodium-Dependent Vitamin Transporter), Member 6 SLC5A6","Pseudogene","","4","GC02M027158","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000236099"
"ENSG00000261970","Solute Carrier Family 19, Member 3 (SLC19A3) Pseudogene","Pseudogene","","4","GC06P079552","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000261970"
"ENSG00000263107","Solute Carrier Family 47, Member 1 (SLC47A1) Pseudogene","Pseudogene","","4","GC17M084522","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000263107"
"ENSG00000267773","Solute Carrier Family 35, Member G4 (SLC35G4) Pseudogene","Pseudogene","","4","GC18P011644","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267773"
"ENSG00000268053","Solute Carrier Family 30 (Zinc Transporter), Member 5 (SLC30A5) Pseudogene","Pseudogene","","4","GC19M097054","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000268053"
"ENSG00000270822","Solute Carrier Family 25 (Mitochondrial Carrier  Adenine Nucleotide Translocator), Member 6 (SLC25A6) Pseudogene","Pseudogene","","4","GC07M005499","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000270822"
"ENSG00000271459","Solute Carrier Family 5 (Low Affinity Glucose Cotransporter), Member 4 (SLC5A4) Pseudogene","Pseudogene","","4","GC01M171755","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000271459"
"ENSG00000275103","Solute Carrier Family 7 (Amino Acid Transporter Light Chain, Y+L System), Member 7 (SLC7A7) Pseudogene","Pseudogene","","4","GC08P089826","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000275103"
"ENSG00000288527","Solute Carrier Family 25, Member-Like Pseudogene","Pseudogene","","4","GC01M053441","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288527"
"ENSG00000293147","Solute Carrier Family 9 Member 7 Pseudogene 1","RNA Gene","","4","GC12M098454","18.7450771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000293147"
